"anchor_id","anchor_hog","species1","species2","scope","comparison_type","n_matched_contexts","deployment_correlation","deployment_mean_abs_distance"
"anchor_03","HOG:0011532","HJUB","BMAX","within_tissue_centered","combined_sensitivity",10,0.899435525982793,0.036539908253712
"anchor_03","HOG:0011532","HJUB","BMED","leaf","tissue_specific",5,0.372125639856414,0.0648407224306074
"anchor_03","HOG:0011532","HJUB","BMED","root","tissue_specific",5,-0.0481115224082017,0.0663840334225729
"anchor_03","HOG:0011532","HJUB","BMED","within_tissue_centered","combined_sensitivity",10,0.285059574865674,0.0463609755589732
"anchor_03","HOG:0011532","HJUB","VBRO","leaf","tissue_specific",5,0.966147998962994,0.0672720573998528
"anchor_03","HOG:0011532","HJUB","VBRO","root","tissue_specific",5,-0.0267416420902402,0.0538848896511383
"anchor_03","HOG:0011532","HJUB","VBRO","within_tissue_centered","combined_sensitivity",10,0.717450761613533,0.0486796369400892
"anchor_03","HOG:0011532","HJUB","FPRA","leaf","tissue_specific",5,0.722799693276409,0.101387918893342
"anchor_03","HOG:0011532","HJUB","FPRA","root","tissue_specific",5,-0.432742474908215,0.0647351858927632
"anchor_03","HOG:0011532","HJUB","FPRA","within_tissue_centered","combined_sensitivity",10,0.546887619734582,0.0437566739330728
"anchor_03","HOG:0011532","BMAX","BMED","leaf","tissue_specific",5,0.59853608175961,0.0643046962523403
"anchor_03","HOG:0011532","BMAX","BMED","root","tissue_specific",5,-0.556976072604767,0.060139962110038
"anchor_03","HOG:0011532","BMAX","BMED","within_tissue_centered","combined_sensitivity",10,0.343853359692626,0.0592070535978602
"anchor_03","HOG:0011532","BMAX","VBRO","leaf","tissue_specific",5,0.88650461011251,0.0389684230090756
"anchor_03","HOG:0011532","BMAX","VBRO","root","tissue_specific",5,0.270834833972558,0.0708752792402118
"anchor_03","HOG:0011532","BMAX","VBRO","within_tissue_centered","combined_sensitivity",10,0.707516696008796,0.0516065218987879
"anchor_03","HOG:0011532","BMAX","FPRA","leaf","tissue_specific",5,0.748556913565713,0.0567907922427939
"anchor_03","HOG:0011532","BMAX","FPRA","root","tissue_specific",5,-0.155482618274356,0.06121183838803
