"anchor_id","anchor_hog","species","tissue","n_time_points","mean_activity","early_to_late","early_day","late_day"
"anchor_11","HOG:0026770","BDIS","root",5,-0.671980070841151,0.0478280726764987,7.47957433613505,56.4998699010652
"anchor_11","HOG:0026770","BMAX","leaf",5,0.767361172779865,-0.184304859527527,7.47957433613505,56.4998699010652
"anchor_11","HOG:0026770","BMAX","root",5,-0.64412202661508,0.104031763930485,7.47957433613505,56.4998699010652
"anchor_11","HOG:0026770","BMED","leaf",5,0.73844846434217,-0.131733898564941,7.47957433613505,56.4998699010652
"anchor_11","HOG:0026770","BMED","root",5,-0.633841547862362,-0.0142807405926186,7.47957433613505,56.4998699010652
"anchor_11","HOG:0026770","BSYL","leaf",5,0.708397313169546,-0.250751261130292,7.47957433613505,56.4998699010652
"anchor_11","HOG:0026770","BSYL","root",5,-0.717799124116112,3.65505956488876e-05,7.47957433613505,56.4998699010652
"anchor_11","HOG:0026770","FPRA","leaf",5,0.787609972423924,-0.244021053906886,7.47957433613505,56.4998699010652
"anchor_11","HOG:0026770","FPRA","root",5,-0.634879226382972,-0.00149228269968771,7.47957433613505,56.4998699010652
"anchor_11","HOG:0026770","HJUB","leaf",5,0.690415391818794,-0.120997289006454,7.47957433613505,56.4998699010652
"anchor_11","HOG:0026770","HJUB","root",5,-0.691165071439197,0.0433753165815999,7.47957433613505,56.4998699010652
"anchor_11","HOG:0026770","HVUL","leaf",5,0.808548044774903,-0.527831917925813,7.47957433613505,56.4998699010652
"anchor_11","HOG:0026770","HVUL","root",5,-0.636025881682444,0.00376787269384959,7.47957433613505,56.4998699010652
"anchor_11","HOG:0026770","VBRO","leaf",5,0.82821143744503,-0.269893444336043,7.47957433613505,56.4998699010652
"anchor_11","HOG:0026770","VBRO","root",5,-0.620325356162598,0.00994914625876187,7.47957433613505,56.4998699010652
"anchor_12","HOG:0012056","BDIS","leaf",5,0.706966340999629,-0.114367902850779,7.47957433613505,56.4998699010652
"anchor_12","HOG:0012056","BDIS","root",5,-0.673624492889802,0.057071559200632,7.47957433613505,56.4998699010652
"anchor_12","HOG:0012056","BMAX","leaf",5,0.749000217529881,-0.152065946081319,7.47957433613505,56.4998699010652
"anchor_12","HOG:0012056","BMAX","root",5,-0.655281771867894,0.0717486322663322,7.47957433613505,56.4998699010652
"anchor_12","HOG:0012056","BMED","leaf",5,0.729070012768268,-0.119321016324256,7.47957433613505,56.4998699010652
"anchor_12","HOG:0012056","BMED","root",5,-0.640584529171194,-0.0239428821773341,7.47957433613505,56.4998699010652
"anchor_12","HOG:0012056","BSYL","leaf",5,0.69730188181284,-0.237002945307696,7.47957433613505,56.4998699010652
